Institution,order,metrics,id_downloaded,link,type,name,uri,countryCode,region,sector,id,country,book_downloaded_2012,book_downloaded_2013,book_downloaded_2014,book_downloaded_2015,book_downloaded_2016,patent_downloaded_2012,patent_downloaded_2013,patent_downloaded_2014,patent_downloaded_2015,patent_downloaded_2016
Universite Libre de Bruxelles,80,1.0,1.0,https://api.elsevier.com/metrics/institution/303010,application/json,Universite Libre de Bruxelles,Institution/303010,bel,EUR,academic,303010.0,Belgium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mercer University,80,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
University of Basel,81,1.0,1.0,https://api.elsevier.com/metrics/institution/306011,application/json,University of Basel,Institution/306011,che,EUR,academic,306011.0,Switzerland,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
North Carolina Central University,81,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Osaka Electro-Communication University,82,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Pennsylvania State University,82,1.0,1.0,https://api.elsevier.com/metrics/institution/508186,application/json,Pennsylvania State University,Institution/508186,usa,NAM,academic,508186.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Radboud University Nijmegen,83,1.0,1.0,https://api.elsevier.com/metrics/institution/325010,application/json,Radboud University Nijmegen,Institution/325010,nld,EUR,academic,325010.0,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Korea University of Technology and Education,83,,1.0,https://api.elsevier.com/metrics/institution/209107,application/json,Korea University of Technology and Education,Institution/209107,kor,APAC,academic,209107.0,South Korea,,1.0,1.0,1.0,,,,,,
Seoul National University,84,1.0,1.0,https://api.elsevier.com/metrics/institution/209063,application/json,Seoul National University,Institution/209063,kor,APAC,academic,209063.0,South Korea,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
CPE Lyon,84,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Universidade de Sao Paulo,85,1.0,1.0,https://api.elsevier.com/metrics/institution/602049,application/json,Universidade de Sao Paulo,Institution/602049,bra,SAM,academic,602049.0,Brazil,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Temasek Polytechnic,85,,,,,,,,,,,,,,1.0,1.0,,,,,,
Universite des Antilles et de la Guyane,86,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Erasmus University Rotterdam,86,1.0,1.0,https://api.elsevier.com/metrics/institution/325003,application/json,Erasmus University Rotterdam,Institution/325003,nld,EUR,academic,325003.0,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wakayama University,87,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Lund University,87,1.0,1.0,https://api.elsevier.com/metrics/institution/332007,application/json,Lund University,Institution/332007,swe,EUR,academic,332007.0,Sweden,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Case Western Reserve University,88,1.0,1.0,https://api.elsevier.com/metrics/institution/508032,application/json,Case Western Reserve University,Institution/508032,usa,NAM,academic,508032.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hanseo University,88,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Arizona State University,89,1.0,1.0,https://api.elsevier.com/metrics/institution/508006,application/json,Arizona State University,Institution/508006,usa,NAM,academic,508006.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jeonju University,89,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Uppsala University,90,1.0,1.0,https://api.elsevier.com/metrics/institution/332018,application/json,Uppsala University,Institution/332018,swe,EUR,academic,332018.0,Sweden,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kanazawa Institute of Technology,90,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Nagoya University,91,1.0,1.0,https://api.elsevier.com/metrics/institution/208093,application/json,Nagoya University,Institution/208093,jpn,APAC,academic,208093.0,Japan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Korea Maritime University,91,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Pontificia Universidad Catolica del Peru,92,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Monash University,92,1.0,1.0,https://api.elsevier.com/metrics/institution/201015,application/json,Monash University,Institution/201015,aus,APAC,academic,201015.0,Australia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tuskegee University,93,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Amsterdam,93,1.0,1.0,https://api.elsevier.com/metrics/institution/325012,application/json,University of Amsterdam,Institution/325012,nld,EUR,academic,325012.0,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of New South Wales,94,1.0,1.0,https://api.elsevier.com/metrics/institution/201027,application/json,University of New South Wales,Institution/201027,aus,APAC,academic,201027.0,Australia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Universidad de Antioquia,94,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Chengdu University,95,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Goethe University Frankfurt,95,1.0,1.0,https://api.elsevier.com/metrics/institution/309071,application/json,Goethe University Frankfurt,Institution/309071,deu,EUR,academic,309071.0,Germany,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dongseo University,96,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Tubingen,96,1.0,1.0,https://api.elsevier.com/metrics/institution/309094,application/json,University of Tubingen,Institution/309094,deu,EUR,academic,309094.0,Germany,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hannam University,97,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Boston University,97,1.0,1.0,https://api.elsevier.com/metrics/institution/508013,application/json,Boston University,Institution/508013,usa,NAM,academic,508013.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Institut Pasteur Korea,98,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of California at Davis,98,1.0,1.0,https://api.elsevier.com/metrics/institution/508260,application/json,University of California at Davis,Institution/508260,usa,NAM,academic,508260.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Norwegian University of Science and Technology,99,1.0,1.0,https://api.elsevier.com/metrics/institution/326005,application/json,Norwegian University of Science and Technology,Institution/326005,nor,EUR,academic,326005.0,Norway,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Thiagarajar College of Engineering,99,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Sheffield,100,1.0,1.0,https://api.elsevier.com/metrics/institution/315096,application/json,University of Sheffield,Institution/315096,gbr,EUR,academic,315096.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Universidad Nacional de Quilmes,100,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Tokyo Institute of Technology,101,1.0,1.0,https://api.elsevier.com/metrics/institution/208154,application/json,Tokyo Institute of Technology,Institution/208154,jpn,APAC,academic,208154.0,Japan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bradley University,101,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Emory University,102,1.0,1.0,https://api.elsevier.com/metrics/institution/508059,application/json,Emory University,Institution/508059,usa,NAM,academic,508059.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0
Carl Zeiss SMT AG,102,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Brown University,103,1.0,1.0,https://api.elsevier.com/metrics/institution/508018,application/json,Brown University,Institution/508018,usa,NAM,academic,508018.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hiroshima City University,103,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Ghent University,104,1.0,1.0,https://api.elsevier.com/metrics/institution/303004,application/json,Ghent University,Institution/303004,bel,EUR,academic,303004.0,Belgium,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kyungnam University,104,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Alberta,105,1.0,1.0,https://api.elsevier.com/metrics/institution/501035,application/json,University of Alberta,Institution/501035,can,NAM,academic,501035.0,Canada,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0
Philadelphia University,105,,,,,,,,,,,,,,1.0,1.0,,,,,,
Texas Southern University,106,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Florida,106,1.0,1.0,https://api.elsevier.com/metrics/institution/508279,application/json,University of Florida,Institution/508279,usa,NAM,academic,508279.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Xavier University of Louisiana,107,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Leiden University,107,1.0,1.0,https://api.elsevier.com/metrics/institution/325005,application/json,Leiden University,Institution/325005,nld,EUR,academic,325005.0,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cheongju University,108,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Georgia Institute of Technology,108,1.0,1.0,https://api.elsevier.com/metrics/institution/508072,application/json,Georgia Institute of Technology,Institution/508072,usa,NAM,academic,508072.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Australian National University,109,1.0,1.0,https://api.elsevier.com/metrics/institution/201001,application/json,Australian National University,Institution/201001,aus,APAC,academic,201001.0,Australia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hochschule fur Technik und Wirtschaft Dresden,109,,,,,,,,,,,,,,1.0,1.0,,,,,,
Jerusalem College of Technology,110,,,,,,,,,,,,,,1.0,1.0,,,,,,
University of Bonn,110,1.0,1.0,https://api.elsevier.com/metrics/institution/309066,application/json,University of Bonn,Institution/309066,deu,EUR,academic,309066.0,Germany,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Josai University,111,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Texas Southwestern Medical Center,111,1.0,1.0,https://api.elsevier.com/metrics/institution/508803,application/json,University of Texas Southwestern Medical Center,Institution/508803,usa,NAM,academic,508803.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Gottingen,112,1.0,1.0,https://api.elsevier.com/metrics/institution/309073,application/json,University of Gottingen,Institution/309073,deu,EUR,academic,309073.0,Germany,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Milwaukee School of Engineering,112,,,,,,,,,,,,,,1.0,1.0,,,,,,
Nippon Dental University,113,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Rome La Sapienza,113,1.0,1.0,https://api.elsevier.com/metrics/institution/321063,application/json,University of Rome La Sapienza,Institution/321063,ita,EUR,academic,321063.0,Italy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Paichai University,114,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Tufts University,114,1.0,1.0,https://api.elsevier.com/metrics/institution/508238,application/json,Tufts University,Institution/508238,usa,NAM,academic,508238.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tohoku Institute of Technology,115,,,,,,,,,,,,,,1.0,1.0,,,,,,
Huazhong University of Science and Technology,115,1.0,1.0,https://api.elsevier.com/metrics/institution/203099,application/json,Huazhong University of Science and Technology,Institution/203099,chn,APAC,academic,203099.0,China,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Universidad de Valparaiso,116,-1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Universite Pierre et Marie Curie,116,1.0,1.0,https://api.elsevier.com/metrics/institution/314089,application/json,Universite Pierre et Marie Curie,Institution/314089,fra,EUR,academic,314089.0,France,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Universidad del Norte,117,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Fudan University,117,1.0,1.0,https://api.elsevier.com/metrics/institution/203060,application/json,Fudan University,Institution/203060,chn,APAC,academic,203060.0,China,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Universidad Complutense,118,1.0,1.0,https://api.elsevier.com/metrics/institution/312012,application/json,Universidad Complutense,Institution/312012,esp,EUR,academic,312012.0,Spain,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Northern Iowa,118,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Woosuk University,119,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Rochester,119,1.0,1.0,https://api.elsevier.com/metrics/institution/508335,application/json,University of Rochester,Institution/508335,usa,NAM,academic,508335.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Helsinki,120,1.0,1.0,https://api.elsevier.com/metrics/institution/313007,application/json,University of Helsinki,Institution/313007,fin,EUR,academic,313007.0,Finland,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Xavier University,120,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Stockholm University,121,1.0,1.0,https://api.elsevier.com/metrics/institution/332014,application/json,Stockholm University,Institution/332014,swe,EUR,academic,332014.0,Sweden,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kyoto Prefectural University,121,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Maebashi Institute of Technology,122,,,,,,,,,,,,,,1.0,1.0,,,,,,
Michigan State University,122,1.0,1.0,https://api.elsevier.com/metrics/institution/508122,application/json,Michigan State University,Institution/508122,usa,NAM,academic,508122.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cardiff University,123,1.0,1.0,https://api.elsevier.com/metrics/institution/315006,application/json,Cardiff University,Institution/315006,gbr,EUR,academic,315006.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ohio Northern University,123,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Perm National Research Polytechnic University,124,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Texas A and M University,124,1.0,1.0,https://api.elsevier.com/metrics/institution/508230,application/json,Texas A and M University,Institution/508230,usa,NAM,academic,508230.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Singapore Polytechnic,125,,,,,,,,,,,,,,1.0,1.0,,,,,,
Queen Mary University of London,125,1.0,1.0,https://api.elsevier.com/metrics/institution/315047,application/json,Queen Mary University of London,Institution/315047,gbr,EUR,academic,315047.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Gothenburg,126,1.0,1.0,https://api.elsevier.com/metrics/institution/332002,application/json,University of Gothenburg,Institution/332002,swe,EUR,academic,332002.0,Sweden,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Teikyo Heisei University,126,,,,,,,,,,,,,,1.0,1.0,,,,,,
Toyama Prefectural University,127,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Delft University of Technology,127,1.0,1.0,https://api.elsevier.com/metrics/institution/325001,application/json,Delft University of Technology,Institution/325001,nld,EUR,academic,325001.0,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trinity Western University,128,,1.0,https://api.elsevier.com/metrics/institution/705308,application/json,Trinity Western University,Institution/705308,can,NAM,academic,705308.0,Canada,,,1.0,1.0,,,,,,
University of Bristol,128,1.0,1.0,https://api.elsevier.com/metrics/institution/315067,application/json,University of Bristol,Institution/315067,gbr,EUR,academic,315067.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UNIVERSIDAD TECNICA PARTICULAR DE LOJA,129,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Massachusetts,129,1.0,1.0,https://api.elsevier.com/metrics/institution/508295,application/json,University of Massachusetts,Institution/508295,usa,NAM,academic,508295.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Union College,130,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
University of Milan,130,1.0,1.0,https://api.elsevier.com/metrics/institution/321055,application/json,University of Milan,Institution/321055,ita,EUR,academic,321055.0,Italy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Universidade Estadual de Ponta Grossa,131,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
University of Birmingham,131,1.0,1.0,https://api.elsevier.com/metrics/institution/315064,application/json,University of Birmingham,Institution/315064,gbr,EUR,academic,315064.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Shiga Prefecture,132,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Vrije Universiteit,132,1.0,1.0,https://api.elsevier.com/metrics/institution/325016,application/json,Vrije Universiteit,Institution/325016,nld,EUR,academic,325016.0,Netherlands,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rice University,133,1.0,1.0,https://api.elsevier.com/metrics/institution/508194,application/json,Rice University,Institution/508194,usa,NAM,academic,508194.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Zululand,133,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Wuhan Textile University,134,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
University of Lausanne,134,1.0,1.0,https://api.elsevier.com/metrics/institution/306015,application/json,University of Lausanne,Institution/306015,che,EUR,academic,306015.0,Switzerland,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Yunnan Minzu University,135,,1.0,https://api.elsevier.com/metrics/institution/707521,application/json,Yunnan Minzu University,Institution/707521,chn,APAC,academic,707521.0,China,,1.0,1.0,1.0,,,,,,
Nanjing University,135,1.0,1.0,https://api.elsevier.com/metrics/institution/203129,application/json,Nanjing University,Institution/203129,chn,APAC,academic,203129.0,China,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0
Harbin Institute of Technology,136,1.0,1.0,https://api.elsevier.com/metrics/institution/203076,application/json,Harbin Institute of Technology,Institution/203076,chn,APAC,academic,203076.0,China,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Abu Dhabi University,136,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Alabama State University,137,,,,,,,,,,,,,,1.0,1.0,,,,,,
Andong National University,138,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
Queen's University Kingston,139,1.0,1.0,https://api.elsevier.com/metrics/institution/501020,application/json,Queen's University Kingston,Institution/501020,can,NAM,academic,501020.0,Canada,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sun Yat-Sen University,140,1.0,1.0,https://api.elsevier.com/metrics/institution/203198,application/json,Sun Yat-Sen University,Institution/203198,chn,APAC,academic,203198.0,China,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Science and Technology of China,141,1.0,1.0,https://api.elsevier.com/metrics/institution/203213,application/json,University of Science and Technology of China,Institution/203213,chn,APAC,academic,203213.0,China,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Southampton,142,1.0,1.0,https://api.elsevier.com/metrics/institution/315097,application/json,University of Southampton,Institution/315097,gbr,EUR,academic,315097.0,United Kingdom,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Hong Kong,143,1.0,1.0,https://api.elsevier.com/metrics/institution/205006,application/json,University of Hong Kong,Institution/205006,hkg,APAC,academic,205006.0,Hong Kong,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tel Aviv University,144,1.0,1.0,https://api.elsevier.com/metrics/institution/403006,application/json,Tel Aviv University,Institution/403006,isr,MEA,academic,403006.0,Israel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Royal Institute of Technology,145,1.0,1.0,https://api.elsevier.com/metrics/institution/332012,application/json,Royal Institute of Technology,Institution/332012,swe,EUR,academic,332012.0,Sweden,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Arizona,146,1.0,1.0,https://api.elsevier.com/metrics/institution/508256,application/json,University of Arizona,Institution/508256,usa,NAM,academic,508256.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Munster,147,1.0,1.0,https://api.elsevier.com/metrics/institution/309087,application/json,University of Munster,Institution/309087,deu,EUR,academic,309087.0,Germany,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hokkaido University,148,1.0,1.0,https://api.elsevier.com/metrics/institution/208034,application/json,Hokkaido University,Institution/208034,jpn,APAC,academic,208034.0,Japan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
University of Colorado Denver,149,1.0,1.0,https://api.elsevier.com/metrics/institution/508274,application/json,University of Colorado Denver,Institution/508274,usa,NAM,academic,508274.0,United States,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
National Taiwan University,150,1.0,1.0,https://api.elsevier.com/metrics/institution/217045,application/json,National Taiwan University,Institution/217045,twn,APAC,academic,217045.0,Taiwan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
